label,tilt_1,tilt_2,tilt_3,tilt_4,tilt_5,tilt_6,tilt_7,tilt_8,tilt_9,tilt_10,tilt_11,tilt_12,tilt_13,tilt_14,accel_x,accel_y,accel_z
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-1.02,10.63,-0.94
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1.77,10.08,-4.71
1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,-1.80,10.04,0.86
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0.20,10.90,-0.59
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-1.33,10.36,-3.80
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.12,10.67,-1.80
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-0.55,10.16,-4.28
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-2.39,10.12,-2.20
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.49,10.59,-0.35
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.73,10.75,-1.61
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-3.33,10.00,-2.94
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-2.43,10.75,-1.69
1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,-1.14,10.28,0.43
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-2.16,10.24,-2.31
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-2.28,10.08,-3.92
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-2.08,10.12,-1.92
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-2.28,10.36,0.12
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.22,10.16,-5.61
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-0.75,9.96,-3.92
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0.12,9.85,-3.80
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1.02,9.41,-4.79
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.88,9.89,-4.00
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2.16,9.89,-4.59
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1.65,8.51,-4.55
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.84,9.41,-5.33
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.65,10.83,-1.65
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-2.82,10.55,0.24
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-3.18,9.81,-4.24
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-1.84,9.81,-3.96
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-1.69,10.47,-1.18
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2.20,9.89,-4.59
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1.84,10.00,-3.61
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-0.78,10.12,-2.79
1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,-2.20,10.32,0.27
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-0.24,9.89,-4.47
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,2.75,9.26,-4.98
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0.43,9.22,-4.20
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1.53,9.61,-4.43
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0.35,8.63,-5.61
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-2.63,10.12,-0.71
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1.92,9.49,-4.82
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-2.43,10.20,-2.24
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-3.22,10.32,1.02
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-0.59,9.81,-6.71
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-0.16,10.16,-0.63
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-1.10,10.47,0.24
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.67,9.10,-6.39
1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,-2.00,10.47,-0.98
1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,-0.35,10.00,-3.37
